Accession,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID
KF686341,0.186440677966102,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29832,"Dominguez,S.R., Shrivastava,S., Berglund,A., Qian,Z., Goes,L.G., Halpin,R.A., Fedorova,N., Ransier,A., Weston,P.A., Durigon,E.L., Jerez,J.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Djikeng,S., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Thovarai,V., Wang,S., Dominguez,S., Wentworth,D.E.",24394697,"USA: Denver, CO",Homo sapiens,unknown,1/16/2010,"Human coronavirus HKU1 strain HKU1/human/USA/HKU1-10/2010, complete genome",Human coronavirus HKU1,9606
KF686346,0.186440677966102,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29982,"Dominguez,S.R., Shrivastava,S., Berglund,A., Qian,Z., Goes,L.G., Halpin,R.A., Fedorova,N., Ransier,A., Weston,P.A., Durigon,E.L., Jerez,J.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Djikeng,S., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Thovarai,V., Wang,S., Dominguez,S., Wentworth,D.E.",24394697,"USA: Denver, CO",Homo sapiens,unknown,1/9/2010,"Human coronavirus HKU1 strain HKU1/human/USA/HKU1-12/2010, complete genome",Human coronavirus HKU1,9606
KF430201,0.186440677966102,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29934,"Dominguez,S.R., Shrivastava,S., Berglund,A., Qian,Z., Goes,L.G., Halpin,R.A., Fedorova,N., Ransier,A., Weston,P.A., Durigon,E.L., Jerez,J.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Djikeng,S., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Thovarai,V., Wang,S., Dominguez,S., Wentworth,D.E.",24394697,"USA: Denver, CO",Homo sapiens,unknown,1/22/2010,"Human coronavirus HKU1 strain HKU1/human/USA/HKU1-18/2010, complete genome",Human coronavirus HKU1,9606
JX860640,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31028,"Lim,S.I., Choi,S., Lim,J.A., Jeoung,H.Y., Song,J.Y., Dela Pena,R.C., An,D.J., Pena,R.Cd.C.",23405345,South Korea,Canis lupus familiaris,lung,2008,"Canine respiratory coronavirus strain K37, complete genome",Betacoronavirus 1,9615
JQ410000,0.186440677966102,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27374,"Crossley,B.M., Mock,R.B., Callison,S.A., Hietala,S.K.","",USA,Vicugna pacos,unknown,2008,"Alpaca respiratory coronavirus isolate CA08-1/2008, complete genome",Human coronavirus 229E,30538
HM034837,0.186440677966102,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29862,"Pyrc,K., Sims,A.C., Dijkman,R., Jebbink,M., Long,C., Deming,D., Donaldson,E., Vabret,A., Baric,R., van der Hoek,L., Pickles,R.",20719951,France,Homo sapiens,oronasopharynx,3/4/2005,"Human coronavirus HKU1 isolate Caen1, complete genome",Human coronavirus HKU1,9606
HM211098,0.186440677966102,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29136,"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S.",20702646,China: Guangdong province,Rousettus leschenaultii,unknown,12/11/2005,"Bat coronavirus HKU9-5-1, complete genome",Rousettus bat coronavirus HKU9,9408
HM211100,0.186440677966102,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29136,"Lau,S.K., Poon,R.W., Wong,B.H., Wang,M., Huang,Y., Xu,H., Guo,R., Li,K.S., Gao,K., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Poon,R.W.S.",20702646,China: Guangdong province,Rousettus leschenaultii,unknown,4/10/2006,"Bat coronavirus HKU9-10-1, complete genome",Rousettus bat coronavirus HKU9,9408
FJ425190,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30987,"Alekseev,K.P., Vlasova,A.N., Jung,K., Hasoksuz,M., Zhang,X., Halpin,R., Wang,S., Ghedin,E., Spiro,D., Saif,L.J., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Lorenzi,H., Caler,E., Sundaram,J., Hasoksus,M., Alekseev,K., Vlasova,A., Saif,L.",18842722,USA: Ohio,Rusa unicolor,unknown,1/1/1994,"Sambar deer coronavirus US/OH-WD388-TC/1994 calf-passaged, complete genome",Betacoronavirus 1,662561
FJ425184,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30995,"Alekseev,K.P., Vlasova,A.N., Jung,K., Hasoksuz,M., Zhang,X., Halpin,R., Wang,S., Ghedin,E., Spiro,D., Saif,L.J., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Lorenzi,H., Caler,E., Sundaram,J., Hasoksus,M., Alekseev,K., Vlasova,A., Saif,L.",18842722,USA: Ohio,Kobus ellipsiprymnus,unknown,1/1/1994,"Waterbuck coronavirus US/OH-WD358-TC/1994, complete genome",Betacoronavirus 1,9962
FJ425185,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30940,"Alekseev,K.P., Vlasova,A.N., Jung,K., Hasoksuz,M., Zhang,X., Halpin,R., Wang,S., Ghedin,E., Spiro,D., Saif,L.J., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Lorenzi,H., Caler,E., Sundaram,J., Hasoksus,M., Alekseev,K., Vlasova,A., Saif,L.",18842722,USA: Ohio,Kobus ellipsiprymnus,unknown,1/1/1994,"Waterbuck coronavirus US/OH-WD358-GnC/1994, complete genome",Betacoronavirus 1,9962
FJ425186,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30962,"Alekseev,K.P., Vlasova,A.N., Jung,K., Hasoksuz,M., Zhang,X., Halpin,R., Wang,S., Ghedin,E., Spiro,D., Saif,L.J., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Lorenzi,H., Caler,E., Sundaram,J., Hasoksus,M., Alekseev,K., Vlasova,A., Saif,L.",18842722,USA: Ohio,Kobus ellipsiprymnus,unknown,1/1/1994,"Waterbuck coronavirus US/OH-WD358/1994, complete genome",Betacoronavirus 1,9962
FJ425188,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30995,"Alekseev,K.P., Vlasova,A.N., Jung,K., Hasoksuz,M., Zhang,X., Halpin,R., Wang,S., Ghedin,E., Spiro,D., Saif,L.J., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Lorenzi,H., Caler,E., Sundaram,J., Hasoksus,M., Alekseev,K., Vlasova,A., Saif,L.",18842722,USA: Ohio,Rusa unicolor,unknown,1/1/1994,"Sambar deer coronavirus US/OH-WD388-TC/1994, complete genome",Betacoronavirus 1,662561
FJ425189,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30997,"Alekseev,K.P., Vlasova,A.N., Jung,K., Hasoksuz,M., Zhang,X., Halpin,R., Wang,S., Ghedin,E., Spiro,D., Saif,L.J., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Lorenzi,H., Caler,E., Sundaram,J., Hasoksus,M., Alekseev,K., Vlasova,A., Saif,L.",18842722,USA: Ohio,Rusa unicolor,unknown,1/1/1994,"Sambar deer coronavirus US/OH-WD388/1994, complete genome",Betacoronavirus 1,662561
FJ415324,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31029,"Zhang,X., Herbst,W., Kousoulas,K.G., Storz,J., Zhu,H., Cai,Y., Liu,Y., Yu,D., Pu,Y., Halcom,K.","",Germany,Homo sapiens,unknown,1988,"Human enteric coronavirus 4408, complete genome",Betacoronavirus 1,9606
EF424618,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30995,"Zhang,X., Hasoksuz,M., Spiro,D., Halpin,R., Wang,S., Vlasova,A., Janies,D., Jones,L.R., Ghedin,E., Saif,L.J., Alekseev,K., Saif,L.",17434558,USA:Ohio,Bos taurus,unknown,"","Bovine coronavirus R-AH65-TC, complete genome",Betacoronavirus 1,9913
EF424617,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31016,"Zhang,X., Hasoksuz,M., Spiro,D., Halpin,R., Wang,S., Vlasova,A., Janies,D., Jones,L.R., Ghedin,E., Saif,L.J., Alekseev,K., Saif,L.",17434558,USA:Ohio,Bos taurus,unknown,"","Bovine coronavirus R-AH65, complete genome",Betacoronavirus 1,9913
EF424621,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30995,"Zhang,X., Hasoksuz,M., Spiro,D., Halpin,R., Wang,S., Vlasova,A., Janies,D., Jones,L., Ghedin,E., Saif,L., Alekseev,K.","",USA:Ohio,Bovidae,unknown,"","Sable antelope coronavirus US/OH1/2003, complete genome",Betacoronavirus 1,
EF424619,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30995,"Zhang,X., Hasoksuz,M., Spiro,D., Halpin,R., Wang,S., Vlasova,A., Janies,D., Jones,L.R., Ghedin,E., Saif,L.J., Alekseev,K., Saif,L.",17434558,USA:Ohio,Bos taurus,unknown,"","Bovine coronavirus E-AH187, complete genome",Betacoronavirus 1,9913
EF424616,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30970,"Zhang,X., Hasoksuz,M., Spiro,D., Halpin,R., Wang,S., Vlasova,A., Janies,D., Jones,L.R., Ghedin,E., Saif,L.J., Alekseev,K., Saif,L.",17434558,USA:Ohio,Bos taurus,unknown,"","Bovine coronavirus E-AH65-TC, complete genome",Betacoronavirus 1,9913
EF424615,0.186440677966102,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31017,"Zhang,X., Hasoksuz,M., Spiro,D., Halpin,R., Wang,S., Vlasova,A., Janies,D., Jones,L.R., Ghedin,E., Saif,L.J., Alekseev,K., Saif,L.",17434558,USA:Ohio,Bos taurus,unknown,"","Bovine coronavirus E-AH65, complete genome",Betacoronavirus 1,9913
EF065515,0.186440677966102,Rousettus bat coronavirus HKU9,Betacoronavirus,Betacoronavirus,29136,"Woo,P.C., Wang,M., Lau,S.K., Xu,H., Poon,R.W., Guo,R., Wong,B.H., Gao,K., Tsoi,H.W., Huang,Y., Li,K.S., Lam,C.S., Chan,K.H., Zheng,B.J., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Xu,H.F., Poon,R.W.S., Guo,R.T., Wong,B.H.L., Li,K.S.M.",17121802,China: Guangdong province,Rousettus leschenaultii,unknown,"","Bat coronavirus HKU9-3, complete genome",Rousettus bat coronavirus HKU9,9408
DQ415911,0.186440677966102,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29902,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N15 genotype B, complete genome",Human coronavirus HKU1,9606
DQ415913,0.186440677966102,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29785,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N17 genotype C, complete genome",Human coronavirus HKU1,9606
AY597011,0.186440677966102,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29926,"Woo,P.C., Lau,S.K., Chu,C.M., Chan,K.H., Tsoi,H.W., Huang,Y., Wong,B.H., Poon,R.W., Cai,J.J., Luk,W.K., Poon,L.L., Wong,S.S., Guan,Y., Peiris,J.S., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Wong,B.H.L., Wong,S.S.Y., Peiris,J.S.M.",15613317,"",Homo sapiens,unknown,"","Human coronavirus HKU1 genotype A, complete genome",Human coronavirus HKU1,9606
MN611520,0.180790960451977,Pipistrellus abramus bat coronavirus HKU5-related,Betacoronavirus,Betacoronavirus,30511,"Li,B., Si,H.R., Zhu,Y., Yang,X.L., Anderson,D.E., Shi,Z.L., Wang,L.F., Zhou,P.","",China,Pipistrellus abramus,unknown,2018-03,"Pipistrellus abramus bat coronavirus HKU5-related isolate BY140568, complete genome",Pipistrellus abramus bat coronavirus HKU5-related,105295
MN514967,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30799,"So,R.T.Y., Chu,D.K.W., Miguel,E., Perera,R.A.P.M., Oladipo,J.O., Fassi-Fihri,O., Aylet,G., Ko,R.L.W., Zhou,Z., Cheng,M.S., Kuranga,S.A., Roger,F.L., Chevalier,V., Webby,R.J., Woo,P.C.Y., Poon,L.L.M., Peiris,M., Cheng,M.-S.",31534035,Nigeria,Camelus dromedarius,unknown,1/24/2016,"Dromedary camel coronavirus HKU23 isolate DcCoV-HKU23/camel/Nigeria/NV1385/2016, complete genome",Camel Betacoronavirus,9838
MN514963,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31062,"So,R.T.Y., Chu,D.K.W., Miguel,E., Perera,R.A.P.M., Oladipo,J.O., Fassi-Fihri,O., Aylet,G., Ko,R.L.W., Zhou,Z., Cheng,M.S., Kuranga,S.A., Roger,F.L., Chevalier,V., Webby,R.J., Woo,P.C.Y., Poon,L.L.M., Peiris,M., Cheng,M.-S.",31534035,Morocco,Camelus dromedarius,unknown,3/5/2016,"Dromedary camel coronavirus HKU23 isolate DcCoV-HKU23/camel/Morocco/CAC2586/2016, complete genome",Camel Betacoronavirus,9838
MN514966,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31075,"So,R.T.Y., Chu,D.K.W., Miguel,E., Perera,R.A.P.M., Oladipo,J.O., Fassi-Fihri,O., Aylet,G., Ko,R.L.W., Zhou,Z., Cheng,M.S., Kuranga,S.A., Roger,F.L., Chevalier,V., Webby,R.J., Woo,P.C.Y., Poon,L.L.M., Peiris,M., Cheng,M.-S.",31534035,Nigeria,Camelus dromedarius,unknown,11/12/2015,"Dromedary camel coronavirus HKU23 isolate DcCoV-HKU23/camel/Nigeria/NV1097/2015, complete genome",Camel Betacoronavirus,9838
MN514964,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30780,"So,R.T.Y., Chu,D.K.W., Miguel,E., Perera,R.A.P.M., Oladipo,J.O., Fassi-Fihri,O., Aylet,G., Ko,R.L.W., Zhou,Z., Cheng,M.S., Kuranga,S.A., Roger,F.L., Chevalier,V., Webby,R.J., Woo,P.C.Y., Poon,L.L.M., Peiris,M., Cheng,M.-S.",31534035,Nigeria,Camelus dromedarius,unknown,11/20/2015,"Dromedary camel coronavirus HKU23 isolate DcCoV-HKU23/camel/Nigeria/NV1010/2015, complete genome",Camel Betacoronavirus,9838
MN306036,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30681,"Lin,M.J., Tait,A., Greninger,A.L.","",USA,Homo sapiens,unknown,2019,"Human coronavirus OC43 strain HCoV_OC43/Seattle/USA/SC0682/2019, complete genome",Human coronavirus OC43,9606
MG197718,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30538,"Zhu,Y., Chen,L., Xie,Z.","",China,Homo sapiens,oronasopharynx,3/12/2015,"Human coronavirus OC43 strain YC-55, complete genome",Human coronavirus OC43,9606
KX442564,0.180790960451977,Hypsugo bat coronavirus HKU25,Unknown,Betacoronavirus,30498,"Lau,S.K.P., Zhang,L., Luk,H.K.H., Xiong,L., Peng,X., Li,K.S.M., He,X., Zhao,P.S.-H., Fan,R.Y.Y., Wong,A.C.P., Ahmed,S.S., Cai,J.-P., Chan,J.F.W., Sun,Y., Jin,D., Chen,H., Lau,T.C.K., Kok,R.K.H., Li,W., Yuen,K.-Y., Woo,P.C.Y.","",China,Hypsugo pulveratus,feces,9/14/2013,"Hypsugo bat coronavirus HKU25 isolate YD131305, complete genome",Hypsugo bat coronavirus HKU25,867834
KX432213,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30868,"Wang,Y., Lu,S., Tan,W.","",China,Canis lupus familiaris,unknown,2014,"Canine respiratory coronavirus strain BJ232, complete genome",Betacoronavirus 1,9615
KT779556,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29887,"Zhu,N., Wang,Y., Lu,R., Zhao,Y., Xie,Z., Tan,W.","",China,Homo sapiens,oronasopharynx,4/23/2009,"Human coronavirus HKU1 isolate BJ01-p9, complete genome",Human coronavirus HKU1,9606
KT779555,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29887,"Zhu,N., Wang,Y., Lu,R., Zhao,Y., Xie,Z., Tan,W.","",China,Homo sapiens,oronasopharynx,4/23/2009,"Human coronavirus HKU1 isolate BJ01-p3, complete genome",Human coronavirus HKU1,9606
KF923924,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30713,"Zhang,Y., Ren,L., Wang,J.","",China: Beijing,Homo sapiens,oronasopharynx,2010-07,"Human coronavirus OC43 isolate 10290/2010, complete genome",Human coronavirus OC43,9606
KF923896,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30737,"Zhang,Y., Li,J., Xiao,Y., Zhang,J., Wang,Y., Chen,L., Paranhos-Baccala,G., Ren,L., Wang,J.",25530469,China: Beijing,Homo sapiens,oronasopharynx,2012-02,"Human coronavirus OC43 isolate 3074A/2012, complete genome",Betacoronavirus 1,9606
KF686344,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29695,"Dominguez,S.R., Shrivastava,S., Berglund,A., Qian,Z., Goes,L.G., Halpin,R.A., Fedorova,N., Ransier,A., Weston,P.A., Durigon,E.L., Jerez,J.A., Robinson,C.C., Town,C.D., Holmes,K.V., Motley,J., Djikeng,S., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Thovarai,V., Wang,S., Dominguez,S., Wentworth,D.E.",24394697,"USA: Denver, CO",Homo sapiens,unknown,12/28/2009,"Human coronavirus HKU1 strain HKU1/human/USA/HKU1-15/2009, complete genome",Human coronavirus HKU1,9606
EF424623,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31002,"Hasoksuz,M., Alekseev,K., Vlasova,A., Zhang,X., Spiro,D., Halpin,R., Wang,S., Ghedin,E., Saif,L.J., Janies,D., Jones,L., Saif,L.",17344285,USA:Ohio,Giraffa camelopardalis,unknown,"","Giraffe coronavirus US/OH3/2003, complete genome",Betacoronavirus 1,9894
EF424622,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30979,"Hasoksuz,M., Alekseev,K., Vlasova,A., Zhang,X., Spiro,D., Halpin,R., Wang,S., Ghedin,E., Saif,L.J., Janies,D., Jones,L., Saif,L.",17344285,USA:Ohio,Giraffa camelopardalis,unknown,"","Giraffe coronavirus US/OH3-TC/2006, complete genome",Betacoronavirus 1,9894
DQ915164,0.180790960451977,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,31076,"Jin,L., Cebra,C.K., Baker,R.J., Mattson,D.E., Cohen,S.A., Alvarado,D.E., Rohrmann,G.F., Christopher,C.K., George,R.",17459444,USA,Vicugna pacos,unknown,"","Bovine coronavirus isolate Alpaca, complete genome",Betacoronavirus 1,30538
DQ415896,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29860,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N19 genotype A, complete genome",Human coronavirus HKU1,9606
DQ415897,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29845,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N20 genotype C, complete genome",Human coronavirus HKU1,9606
DQ415898,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29815,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N21 genotype C, complete genome",Human coronavirus HKU1,9606
DQ415899,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29905,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N22 genotype C, complete genome",Human coronavirus HKU1,9606
DQ415900,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29812,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N23 genotype A, complete genome",Human coronavirus HKU1,9606
DQ415901,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,30097,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N24 genotype A, complete genome",Human coronavirus HKU1,9606
DQ415903,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29920,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N3 genotype A, complete genome",Human coronavirus HKU1,9606
DQ415904,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29295,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N6 genotype A, complete genome",Human coronavirus HKU1,9606
DQ415905,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29857,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N7 genotype A, complete genome",Human coronavirus HKU1,9606
DQ415906,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29857,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N9 genotype A, complete genome",Human coronavirus HKU1,9606
DQ415907,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29887,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N10 genotype A, complete genome",Human coronavirus HKU1,9606
DQ415908,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29947,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N11 genotype A, complete genome",Human coronavirus HKU1,9606
DQ415909,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29767,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N13 genotype A, complete genome",Human coronavirus HKU1,9606
DQ415910,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29797,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N14 genotype A, complete genome",Human coronavirus HKU1,9606
DQ415912,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29845,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N16 genotype C, complete genome",Human coronavirus HKU1,9606
