Accession,mean,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID
KJ645670,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Ohio,Sus scrofa,feces,11/27/2013,"Porcine epidemic diarrhea virus strain USA/Ohio75/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645671,55.93328,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,11/30/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota76/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645673,55.0640384615385,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,abdominal cavity,11/28/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota78/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645674,56.319375,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,abdominal cavity,11/30/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota79/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645676,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,12/2/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota82/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645677,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,12/2/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota83/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645678,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,12/4/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota85/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645679,55.13324,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,12/7/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota86/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645680,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Illinois,Sus scrofa,feces,12/4/2013,"Porcine epidemic diarrhea virus strain USA/Illinois87/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645681,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,12/4/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota89/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645682,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,12/4/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota90/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645683,54.5511923076923,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: NorthCarolina,Sus scrofa,feces,12/8/2013,"Porcine epidemic diarrhea virus strain USA/NorthCarolina91/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645684,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Missouri,Sus scrofa,feces,12/11/2013,"Porcine epidemic diarrhea virus strain USA/Missouri92/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645685,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Missouri,Sus scrofa,feces,12/11/2013,"Porcine epidemic diarrhea virus strain USA/Missouri93/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645686,55.13324,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,12/10/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota94/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645687,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,12/10/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota95/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645688,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Iowa,Sus scrofa,feces,12/11/2013,"Porcine epidemic diarrhea virus strain USA/Iowa96/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645689,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Illinois,Sus scrofa,feces,12/11/2013,"Porcine epidemic diarrhea virus strain USA/Illinois97/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645690,55.93328,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Illinois,Sus scrofa,feces,12/11/2013,"Porcine epidemic diarrhea virus strain USA/Illinois98/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645691,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,12/14/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota100/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645692,55.93328,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Missouri,Sus scrofa,feces,12/15/2013,"Porcine epidemic diarrhea virus strain USA/Missouri101/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645693,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Missouri,Sus scrofa,feces,12/15/2013,"Porcine epidemic diarrhea virus strain USA/Missouri102/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645694,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Iowa,Sus scrofa,feces,12/15/2013,"Porcine epidemic diarrhea virus strain USA/Iowa103/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645695,56.0118928571429,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27989,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Iowa,Sus scrofa,abdominal cavity,12/29/2013,"Porcine epidemic diarrhea virus strain USA/Iowa106/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645696,55.5890689655173,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27989,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Iowa,Sus scrofa,abdominal cavity,12/29/2013,"Porcine epidemic diarrhea virus strain USA/Iowa107/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645697,54.5511923076923,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Texas,Sus scrofa,abdominal cavity,11/12/2013,"Porcine epidemic diarrhea virus strain USA/Texas128/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645698,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Ohio,Sus scrofa,abdominal cavity,1/1/2014,"Porcine epidemic diarrhea virus strain USA/Ohio120/2014, complete genome",Porcine epidemic diarrhea virus,9823
KJ645699,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Ohio,Sus scrofa,feces,12/15/2013,"Porcine epidemic diarrhea virus strain USA/Ohio123/2014, complete genome",Porcine epidemic diarrhea virus,9823
KJ645700,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,Mexico,Sus scrofa,feces,1/22/2014,"Porcine epidemic diarrhea virus strain MEX/124/2014, complete genome",Porcine epidemic diarrhea virus,9823
KJ645701,54.8076538461539,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Kansas,Sus scrofa,abdominal cavity,1/27/2014,"Porcine epidemic diarrhea virus strain USA/Kansas125/2014, complete genome",Porcine epidemic diarrhea virus,9823
KJ645702,55.8333076923077,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27989,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Ohio,Sus scrofa,feces,1/29/2014,"Porcine epidemic diarrhea virus strain USA/Ohio126/2014, complete genome",Porcine epidemic diarrhea virus,9823
KJ645703,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,2/2/2014,"Porcine epidemic diarrhea virus strain USA/Minnesota127/2014, complete genome",Porcine epidemic diarrhea virus,9823
KJ645704,56.4743461538462,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27989,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,6/26/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota52/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645705,56.0415833333333,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,abdominal cavity,11/18/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota61/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645706,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,feces,11/25/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota71/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645707,55.39992,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,USA: Minnesota,Sus scrofa,abdominal cavity,12/3/2013,"Porcine epidemic diarrhea virus strain USA/Minnesota84/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ645708,56.319375,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,27998,"Vlasova,A.N., Marthaler,D., Wang,Q., Culhane,M.R., Rossow,K.D., Rovira,A., Collins,J., Saif,L.J., Rossow,K.",25279722,Mexico,Sus scrofa,abdominal cavity,11/3/2013,"Porcine epidemic diarrhea virus strain MEX/104/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ650098,64.2616666666667,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30117,"Raj,V.S., Farag,E.A., Reusken,C.B., Lamers,M.M., Pas,S.D., Voermans,J., Smits,S.L., Osterhaus,A.D., Al-Mawlawi,N., Al-Romaihi,H.E., AlHajri,M.M., El-Sayed,A.M., Mohran,K.A., Ghobashy,H., Alhajri,F., Al-Thani,M., Al-Marri,S.A., El-Maghraby,M.M., Koopmans,M.P., Haagmans,B.L., Stalin Raj,V., Farag,E.A.B.A., Reusken,C.B.E.M., Koopmans,M.P.G.",25075761,Qatar,Camelus dromedarius,unknown,2/16/2014,"Middle East respiratory syndrome coronavirus isolate Camel/Qatar_2_2014, complete genome",MERS,9838
KJ650295,64.0147407407407,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30100,"Hemida,M.G., Chu,D.K., Poon,L.L., Perera,R.A., Alhammadi,M.A., Ng,H.Y., Siu,L.Y., Guan,Y., Alnaeem,A., Peiris,M., Chu,D.K.W., Poon,L.L.M., Ng,H.",24964193,Saudi Arabia,Camelus dromedarius,unknown,12/30/2013,"Middle East respiratory syndrome coronavirus isolate KFU-HKU 13, complete genome",MERS,9838
KJ650297,64.0147407407407,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30105,"Hemida,M.G., Chu,D.K., Poon,L.L., Perera,R.A., Alhammadi,M.A., Ng,H.Y., Siu,L.Y., Guan,Y., Alnaeem,A., Peiris,M., Chu,D.K.W., Poon,L.L.M., Ng,H.",24964193,Saudi Arabia,Camelus dromedarius,unknown,11/30/2013,"Middle East respiratory syndrome coronavirus isolate KFU-HKU 1, complete genome",MERS,9838
KJ662670,56.319375,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Lee,S., Lee,C.",24960370,South Korea,Sus scrofa,feces,2013-12,"Porcine epidemic diarrhea virus isolate KNU-1305, complete genome",Porcine epidemic diarrhea virus,9823
KJ713295,65.1495769230769,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30113,"Briese,T., Mishra,N., Jain,K., Zalmout,I.S., Jabado,O.J., Karesh,W.B., Daszak,P., Mohammed,O.B., Alagaili,A.N., Lipkin,W.I.",24781747,Saudi Arabia,Camelus dromedarius,oronasopharynx,2013-11,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-505, complete genome",MERS,9838
KJ713296,65.1495769230769,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30113,"Briese,T., Mishra,N., Jain,K., Zalmout,I.S., Jabado,O.J., Karesh,W.B., Daszak,P., Mohammed,O.B., Alagaili,A.N., Lipkin,W.I.",24781747,Saudi Arabia,Camelus dromedarius,oronasopharynx,2013-11,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-378, complete genome",MERS,9838
KJ713297,64.8931538461539,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30114,"Briese,T., Mishra,N., Jain,K., Zalmout,I.S., Jabado,O.J., Karesh,W.B., Daszak,P., Mohammed,O.B., Alagaili,A.N., Lipkin,W.I.",24781747,Saudi Arabia,Camelus dromedarius,oronasopharynx,2013-11,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-503, complete genome",MERS,9838
KJ713298,65.1495769230769,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30083,"Briese,T., Mishra,N., Jain,K., Zalmout,I.S., Jabado,O.J., Karesh,W.B., Daszak,P., Mohammed,O.B., Alagaili,A.N., Lipkin,W.I.",24781747,Saudi Arabia,Camelus dromedarius,oronasopharynx,2013-11,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-363, complete genome",MERS,9838
KJ713299,65.1495769230769,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30116,"Briese,T., Mishra,N., Jain,K., Zalmout,I.S., Jabado,O.J., Karesh,W.B., Daszak,P., Mohammed,O.B., Alagaili,A.N., Lipkin,W.I.",24781747,Saudi Arabia,Camelus dromedarius,oronasopharynx,2013-11,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-376, complete genome",MERS,9838
KJ769231,43.6506428571429,Coronavirus HKU15,Deltacoronavirus,Deltacoronavirus,25433,"Ma,Y., Zhang,Y., Liang,X., Lou,F., Oglesbee,M., Krakowka,S., Li,J.",25759498,USA,Sus scrofa,unknown,3/1/2014,"Swine deltacoronavirus OhioCVM1/2014, complete genome",Coronavirus HKU15,9823
KJ777677,57.3187826086957,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Zhou,H., Yang,B., Xu,F., Wei,L., Wang,J., Li,Y., Zhu,S., Su,X., Liu,J.","",China,Sus scrofa,feces,2012-02,"Porcine epidemic diarrhea virus strain LZW isolate FGE_20140427, complete genome",Porcine epidemic diarrhea virus,9823
KJ778615,56.4285238095238,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28038,"Lawrence,P.K., Bumgardner,E., Bey,R.F., Stine,D., Bumgarner,R.E.",24926047,USA,Sus scrofa,"feces, abdominal cavity",5/20/2013,"Porcine epidemic diarrhea virus isolate NPL-PEDv/2013, complete genome",Porcine epidemic diarrhea virus,9823
KJ778616,56.319375,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28025,"Lawrence,P.K., Bumgardner,E., Bey,R.F., Stine,D., Bumgarner,R.E.",24926047,USA,Sus scrofa,"feces, abdominal cavity",5/20/2013,"Porcine epidemic diarrhea virus isolate NPL-PEDv/2013/P10, complete genome",Porcine epidemic diarrhea virus,9823
KJ813439,63.1570714285714,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Kapoor,M., Pringle,K., Kumar,A., Dearth,S., Liu,L., Lovchik,J., Perez,O., Pontones,P., Richards,S., Yeadon-Fagbohun,J., Breakwell,L., Chea,N., Cohen,N.J., Schneider,E., Erdman,D., Haynes,L., Pallansch,M., Tao,Y., Tong,S., Gerber,S., Swerdlow,D., Feikin,D.R., Li,Y., Lu,X., Dalton,L., Queen,K., Sakthivel,S., Paden,C., Patel,P., Gerber,S.I.",25100864,USA,Homo sapiens,"lung, oronasopharynx",4/30/2014,"Middle East respiratory syndrome coronavirus strain Indiana/USA-1_Saudi Arabia_2014, complete genome",MERS,9606
KJ829365,64.2616666666667,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,30123,"Tao,Y., Queen,K., Li,Y., Lu,X., Sakthivel,S., Gerber,S.I., Cannons,A., Crespo,A., Matthews,S.D., Heberlein-Larson,L., Aguilera,A., Erdman,D., Tong,S.","",USA,Homo sapiens,"lung, oronasopharynx",5/10/2014,"Middle East respiratory syndrome coronavirus strain Florida/USA-2_Saudi Arabia_2014, complete genome",MERS,9606
KJ958218,60.0814705882353,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30714,"Hu,Q., Lu,R., Tan,W.","",China: Beijing,Homo sapiens,unknown,10/3/2011,"Human coronavirus OC43 strain LY341, complete genome",Betacoronavirus 1,9606
KJ958219,59.1267714285714,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30714,"Hu,Q., Lu,R., Tan,W.","",China: Beijing,Homo sapiens,unknown,10/4/2011,"Human coronavirus OC43 strain LY342, complete genome",Betacoronavirus 1,9606
KJ960178,57.2499,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28035,"Vui,D.T., Tung,N., Inui,K., Slater,S., Nilubol,D., Dam,T.V.",25125639,Viet Nam,Sus scrofa,"feces, abdominal cavity",2013,"Porcine epidemic diarrhea virus clone VN/JFP1013_1/2013/Vinh An/Vietnam, complete genome",Porcine epidemic diarrhea virus,9823
KJ960179,55.6666,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28035,"Vui,D.T., Tung,N., Inui,K., Slater,S., Nilubol,D., Dam,T.V.",25125639,Viet Nam,Sus scrofa,"feces, abdominal cavity",2013,"Porcine epidemic diarrhea virus clone VN/VAP1113_1/2013/Vung Tua/Vietnam, complete genome",Porcine epidemic diarrhea virus,9823
KJ960180,55.6666,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28035,"Vui,D.T., Tung,N., Inui,K., Slater,S., Nilubol,D., Dam,T.V.",25125639,Viet Nam,Sus scrofa,"feces, abdominal cavity",2013,"Porcine epidemic diarrhea virus clone VN/KCHY-310113/2013/KhoaiChau/HungYen/Vietnam, complete genome",Porcine epidemic diarrhea virus,9823
